algo,dataset,bandwidth,outlier_prop,n_block,kullback_f0_f,kullback_f_f0,jensen,auc_anomaly
mom-kde,iris,0.24326293898144086,0.5,50,,,,0.11040000000000001
rkde,iris,0.24326293898144086,0.5,,,,,0.1616
spkde,iris,0.24326293898144086,0.5,,,,,0.1136
kde,iris,0.24326293898144086,0.05,,,,,0.892
mom-kde,iris,0.24326293898144086,0.05,1,,,,0.892
mom-kde,iris,0.24326293898144086,0.05,1,,,,0.892
mom-kde,iris,0.24326293898144086,0.05,2,,,,0.892
mom-kde,iris,0.24326293898144086,0.05,2,,,,0.89
mom-kde,iris,0.24326293898144086,0.05,3,,,,0.79
mom-kde,iris,0.24326293898144086,0.05,3,,,,0.836
mom-kde,iris,0.24326293898144086,0.05,4,,,,0.854
mom-kde,iris,0.24326293898144086,0.05,4,,,,0.918
mom-kde,iris,0.24326293898144086,0.05,5,,,,0.8400000000000001
mom-kde,iris,0.24326293898144086,0.05,5,,,,0.96
mom-kde,iris,0.24326293898144086,0.05,6,,,,0.988
mom-kde,iris,0.24326293898144086,0.05,6,,,,0.854
mom-kde,iris,0.24326293898144086,0.05,7,,,,0.928
mom-kde,iris,0.24326293898144086,0.05,7,,,,1.0
mom-kde,iris,0.24326293898144086,0.05,8,,,,1.0
mom-kde,iris,0.24326293898144086,0.05,8,,,,0.956
mom-kde,iris,0.24326293898144086,0.05,9,,,,1.0
mom-kde,iris,0.24326293898144086,0.05,9,,,,0.988
mom-kde,iris,0.24326293898144086,0.05,10,,,,1.0
mom-kde,iris,0.24326293898144086,0.05,11,,,,0.998
rkde,iris,0.24326293898144086,0.05,,,,,0.986
spkde,iris,0.24326293898144086,0.05,,,,,0.892
kde,iris,0.24326293898144086,0.1,,,,,0.5845454545454546
mom-kde,iris,0.24326293898144086,0.1,1,,,,0.5845454545454546
mom-kde,iris,0.24326293898144086,0.1,2,,,,0.5790909090909092
mom-kde,iris,0.24326293898144086,0.1,3,,,,0.5800000000000001
mom-kde,iris,0.24326293898144086,0.1,4,,,,0.6436363636363637
mom-kde,iris,0.24326293898144086,0.1,5,,,,0.8636363636363636
mom-kde,iris,0.24326293898144086,0.1,6,,,,0.5554545454545454
mom-kde,iris,0.24326293898144086,0.1,7,,,,0.5636363636363636
mom-kde,iris,0.24326293898144086,0.1,9,,,,0.5318181818181819
mom-kde,iris,0.24326293898144086,0.1,10,,,,0.5827272727272728
mom-kde,iris,0.24326293898144086,0.1,11,,,,0.78
mom-kde,iris,0.24326293898144086,0.1,12,,,,0.8663636363636364
mom-kde,iris,0.24326293898144086,0.1,13,,,,0.9963636363636363
mom-kde,iris,0.24326293898144086,0.1,14,,,,0.9272727272727272
mom-kde,iris,0.24326293898144086,0.1,16,,,,1.0
mom-kde,iris,0.24326293898144086,0.1,17,,,,0.9963636363636363
mom-kde,iris,0.24326293898144086,0.1,18,,,,0.9972727272727272
mom-kde,iris,0.24326293898144086,0.1,19,,,,1.0
mom-kde,iris,0.24326293898144086,0.1,20,,,,1.0
mom-kde,iris,0.24326293898144086,0.1,21,,,,1.0
mom-kde,iris,0.24326293898144086,0.1,23,,,,1.0
rkde,iris,0.24326293898144086,0.1,,,,,0.99
spkde,iris,0.24326293898144086,0.1,,,,,0.5845454545454546
kde,iris,0.24326293898144086,0.15,,,,,0.5964705882352941
mom-kde,iris,0.24326293898144086,0.15,1,,,,0.5964705882352941
mom-kde,iris,0.24326293898144086,0.15,2,,,,0.5805882352941177
mom-kde,iris,0.24326293898144086,0.15,4,,,,0.5947058823529412
mom-kde,iris,0.24326293898144086,0.15,6,,,,0.5682352941176471
mom-kde,iris,0.24326293898144086,0.15,8,,,,0.7505882352941177
mom-kde,iris,0.24326293898144086,0.15,9,,,,0.6935294117647058
mom-kde,iris,0.24326293898144086,0.15,11,,,,0.7641176470588236
mom-kde,iris,0.24326293898144086,0.15,13,,,,0.7305882352941175
mom-kde,iris,0.24326293898144086,0.15,15,,,,0.7782352941176471
mom-kde,iris,0.24326293898144086,0.15,17,,,,0.9129411764705883
mom-kde,iris,0.24326293898144086,0.15,18,,,,0.8670588235294118
mom-kde,iris,0.24326293898144086,0.15,20,,,,0.8529411764705882
mom-kde,iris,0.24326293898144086,0.15,22,,,,0.9952941176470588
mom-kde,iris,0.24326293898144086,0.15,24,,,,0.9994117647058823
mom-kde,iris,0.24326293898144086,0.15,26,,,,0.991764705882353
mom-kde,iris,0.24326293898144086,0.15,27,,,,0.996470588235294
mom-kde,iris,0.24326293898144086,0.15,29,,,,0.9935294117647058
mom-kde,iris,0.24326293898144086,0.15,31,,,,0.9929411764705882
mom-kde,iris,0.24326293898144086,0.15,33,,,,0.9976470588235293
mom-kde,iris,0.24326293898144086,0.15,35,,,,0.9911764705882352
rkde,iris,0.24326293898144086,0.15,,,,,0.9923529411764705
spkde,iris,0.24326293898144086,0.15,,,,,0.5964705882352941
kde,iris,0.24326293898144086,0.2,,,,,0.5511999999999999
mom-kde,iris,0.24326293898144086,0.2,1,,,,0.5511999999999999
mom-kde,iris,0.24326293898144086,0.2,3,,,,0.5196000000000001
mom-kde,iris,0.24326293898144086,0.2,6,,,,0.492
mom-kde,iris,0.24326293898144086,0.2,8,,,,0.5915999999999999
mom-kde,iris,0.24326293898144086,0.2,11,,,,0.7856
mom-kde,iris,0.24326293898144086,0.2,14,,,,0.7544000000000001
mom-kde,iris,0.24326293898144086,0.2,16,,,,0.654
mom-kde,iris,0.24326293898144086,0.2,19,,,,0.83
mom-kde,iris,0.24326293898144086,0.2,22,,,,0.8028
mom-kde,iris,0.24326293898144086,0.2,24,,,,0.7387999999999999
mom-kde,iris,0.24326293898144086,0.2,27,,,,0.8198
mom-kde,iris,0.24326293898144086,0.2,29,,,,0.8892
mom-kde,iris,0.24326293898144086,0.2,32,,,,0.9604
mom-kde,iris,0.24326293898144086,0.2,35,,,,0.9888
mom-kde,iris,0.24326293898144086,0.2,37,,,,0.984
mom-kde,iris,0.24326293898144086,0.2,40,,,,0.986
mom-kde,iris,0.24326293898144086,0.2,43,,,,0.9912
mom-kde,iris,0.24326293898144086,0.2,45,,,,0.9795999999999999
mom-kde,iris,0.24326293898144086,0.2,48,,,,0.9924
mom-kde,iris,0.24326293898144086,0.2,51,,,,0.9863999999999999
rkde,iris,0.24326293898144086,0.2,,,,,0.9896
spkde,iris,0.24326293898144086,0.2,,,,,0.5511999999999999
kde,iris,0.24326293898144086,0.25,,,,,0.40545454545454546
mom-kde,iris,0.24326293898144086,0.25,1,,,,0.40545454545454546
mom-kde,iris,0.24326293898144086,0.25,4,,,,0.423030303030303
mom-kde,iris,0.24326293898144086,0.25,7,,,,0.39
mom-kde,iris,0.24326293898144086,0.25,11,,,,0.45575757575757575
mom-kde,iris,0.24326293898144086,0.25,14,,,,0.3393939393939394
mom-kde,iris,0.24326293898144086,0.25,18,,,,0.5436363636363637
mom-kde,iris,0.24326293898144086,0.25,21,,,,0.5339393939393939
mom-kde,iris,0.24326293898144086,0.25,25,,,,0.7036363636363636
mom-kde,iris,0.24326293898144086,0.25,28,,,,0.7721212121212121
mom-kde,iris,0.24326293898144086,0.25,32,,,,0.6966666666666667
mom-kde,iris,0.24326293898144086,0.25,35,,,,0.6084848484848485
mom-kde,iris,0.24326293898144086,0.25,38,,,,0.8293939393939394
mom-kde,iris,0.24326293898144086,0.25,42,,,,0.8733333333333333
mom-kde,iris,0.24326293898144086,0.25,45,,,,0.9854545454545455
mom-kde,iris,0.24326293898144086,0.25,49,,,,0.9842424242424243
mom-kde,iris,0.24326293898144086,0.25,52,,,,0.9878787878787878
mom-kde,iris,0.24326293898144086,0.25,56,,,,0.9812121212121212
mom-kde,iris,0.24326293898144086,0.25,59,,,,0.9796969696969696
mom-kde,iris,0.24326293898144086,0.25,63,,,,0.9784848484848484
mom-kde,iris,0.24326293898144086,0.25,66,,,,0.9857575757575757
rkde,iris,0.24326293898144086,0.25,,,,,0.9930303030303032
spkde,iris,0.24326293898144086,0.25,,,,,0.40545454545454546
kde,iris,0.24326293898144086,0.3,,,,,0.24642857142857144
mom-kde,iris,0.24326293898144086,0.3,1,,,,0.24642857142857144
mom-kde,iris,0.24326293898144086,0.3,4,,,,0.26023809523809527
mom-kde,iris,0.24326293898144086,0.3,8,,,,0.3545238095238096
mom-kde,iris,0.24326293898144086,0.3,12,,,,0.17738095238095236
mom-kde,iris,0.24326293898144086,0.3,15,,,,0.24761904761904763
mom-kde,iris,0.24326293898144086,0.3,19,,,,0.3633333333333333
mom-kde,iris,0.24326293898144086,0.3,23,,,,0.4035714285714285
mom-kde,iris,0.24326293898144086,0.3,26,,,,0.2926190476190476
mom-kde,iris,0.24326293898144086,0.3,30,,,,0.4530952380952381
mom-kde,iris,0.24326293898144086,0.3,34,,,,0.3678571428571429
mom-kde,iris,0.24326293898144086,0.3,37,,,,0.5045238095238096
mom-kde,iris,0.24326293898144086,0.3,41,,,,0.6335714285714286
mom-kde,iris,0.24326293898144086,0.3,45,,,,0.6590476190476191
mom-kde,iris,0.24326293898144086,0.3,48,,,,0.8211904761904761
mom-kde,iris,0.24326293898144086,0.3,52,,,,0.9745238095238096
mom-kde,iris,0.24326293898144086,0.3,56,,,,0.9128571428571428
mom-kde,iris,0.24326293898144086,0.3,59,,,,0.9404761904761905
mom-kde,iris,0.24326293898144086,0.3,63,,,,0.9757142857142858
mom-kde,iris,0.24326293898144086,0.3,67,,,,0.8580952380952381
mom-kde,iris,0.24326293898144086,0.3,71,,,,0.9142857142857143
rkde,iris,0.24326293898144086,0.3,,,,,0.560952380952381
spkde,iris,0.24326293898144086,0.3,,,,,0.24642857142857144
kde,iris,0.24326293898144086,0.35,,,,,0.19695652173913045
mom-kde,iris,0.24326293898144086,0.35,1,,,,0.19695652173913045
mom-kde,iris,0.24326293898144086,0.35,4,,,,0.215
mom-kde,iris,0.24326293898144086,0.35,8,,,,0.19391304347826088
mom-kde,iris,0.24326293898144086,0.35,12,,,,0.21195652173913043
mom-kde,iris,0.24326293898144086,0.35,15,,,,0.2058695652173913
mom-kde,iris,0.24326293898144086,0.35,19,,,,0.20326086956521738
mom-kde,iris,0.24326293898144086,0.35,23,,,,0.1871739130434783
mom-kde,iris,0.24326293898144086,0.35,26,,,,0.31673913043478263
mom-kde,iris,0.24326293898144086,0.35,30,,,,0.30804347826086953
mom-kde,iris,0.24326293898144086,0.35,34,,,,0.3204347826086957
mom-kde,iris,0.24326293898144086,0.35,37,,,,0.6023913043478261
mom-kde,iris,0.24326293898144086,0.35,41,,,,0.45499999999999996
mom-kde,iris,0.24326293898144086,0.35,45,,,,0.39391304347826084
mom-kde,iris,0.24326293898144086,0.35,48,,,,0.7717391304347825
mom-kde,iris,0.24326293898144086,0.35,52,,,,0.5476086956521738
mom-kde,iris,0.24326293898144086,0.35,56,,,,0.4165217391304348
mom-kde,iris,0.24326293898144086,0.35,59,,,,0.47108695652173915
mom-kde,iris,0.24326293898144086,0.35,63,,,,0.7193478260869565
mom-kde,iris,0.24326293898144086,0.35,67,,,,0.6082608695652174
mom-kde,iris,0.24326293898144086,0.35,71,,,,0.6119565217391303
rkde,iris,0.24326293898144086,0.35,,,,,0.3280434782608696
spkde,iris,0.24326293898144086,0.35,,,,,0.19695652173913045
kde,iris,0.24326293898144086,0.4,,,,,0.15891891891891893
mom-kde,iris,0.24326293898144086,0.4,1,,,,0.15891891891891893
mom-kde,iris,0.24326293898144086,0.4,4,,,,0.20432432432432432
mom-kde,iris,0.24326293898144086,0.4,7,,,,0.1764864864864865
mom-kde,iris,0.24326293898144086,0.4,10,,,,0.11459459459459459
mom-kde,iris,0.24326293898144086,0.4,13,,,,0.1291891891891892
mom-kde,iris,0.24326293898144086,0.4,17,,,,0.1345945945945946
mom-kde,iris,0.24326293898144086,0.4,20,,,,0.1813513513513514
mom-kde,iris,0.24326293898144086,0.4,23,,,,0.1616216216216216
mom-kde,iris,0.24326293898144086,0.4,26,,,,0.22378378378378377
mom-kde,iris,0.24326293898144086,0.4,29,,,,0.19783783783783787
